Notes,County,County Code,Month,Month Code,Deaths,Population,Crude Rate
,"Adair County, OK",40001,"Jan., 2019",2019/01,Suppressed,Not Applicable,Not Applicable
,"Adair County, OK",40001,"Feb., 2019",2019/02,Suppressed,Not Applicable,Not Applicable
,"Adair County, OK",40001,"Mar., 2019",2019/03,17,Not Applicable,Not Applicable
,"Adair County, OK",40001,"Apr., 2019",2019/04,14,Not Applicable,Not Applicable
,"Adair County, OK",40001,"May, 2019",2019/05,10,Not Applicable,Not Applicable
,"Adair County, OK",40001,"Jun., 2019",2019/06,Suppressed,Not Applicable,Not Applicable
,"Adair County, OK",40001,"Jul., 2019",2019/07,Suppressed,Not Applicable,Not Applicable
,"Adair County, OK",40001,"Aug., 2019",2019/08,13,Not Applicable,Not Applicable
,"Adair County, OK",40001,"Sep., 2019",2019/09,13,Not Applicable,Not Applicable
,"Adair County, OK",40001,"Oct., 2019",2019/10,Suppressed,Not Applicable,Not Applicable
,"Adair County, OK",40001,"Nov., 2019",2019/11,12,Not Applicable,Not Applicable
,"Adair County, OK",40001,"Dec., 2019",2019/12,12,Not Applicable,Not Applicable
,"Alfalfa County, OK",40003,"Jan., 2019",2019/01,Suppressed,Not Applicable,Not Applicable
,"Alfalfa County, OK",40003,"Feb., 2019",2019/02,Suppressed,Not Applicable,Not Applicable
,"Alfalfa County, OK",40003,"Mar., 2019",2019/03,Suppressed,Not Applicable,Not Applicable
,"Alfalfa County, OK",40003,"Apr., 2019",2019/04,Suppressed,Not Applicable,Not Applicable
,"Alfalfa County, OK",40003,"May, 2019",2019/05,Suppressed,Not Applicable,Not Applicable
,"Alfalfa County, OK",40003,"Jun., 2019",2019/06,Suppressed,Not Applicable,Not Applicable
,"Alfalfa County, OK",40003,"Jul., 2019",2019/07,Suppressed,Not Applicable,Not Applicable
,"Alfalfa County, OK",40003,"Aug., 2019",2019/08,Suppressed,Not Applicable,Not Applicable
,"Alfalfa County, OK",40003,"Sep., 2019",2019/09,Suppressed,Not Applicable,Not Applicable
,"Alfalfa County, OK",40003,"Oct., 2019",2019/10,Suppressed,Not Applicable,Not Applicable
,"Alfalfa County, OK",40003,"Nov., 2019",2019/11,Suppressed,Not Applicable,Not Applicable
,"Alfalfa County, OK",40003,"Dec., 2019",2019/12,Suppressed,Not Applicable,Not Applicable
,"Atoka County, OK",40005,"Jan., 2019",2019/01,10,Not Applicable,Not Applicable
,"Atoka County, OK",40005,"Feb., 2019",2019/02,Suppressed,Not Applicable,Not Applicable
,"Atoka County, OK",40005,"Mar., 2019",2019/03,Suppressed,Not Applicable,Not Applicable
,"Atoka County, OK",40005,"Apr., 2019",2019/04,Suppressed,Not Applicable,Not Applicable
,"Atoka County, OK",40005,"May, 2019",2019/05,12,Not Applicable,Not Applicable
,"Atoka County, OK",40005,"Jun., 2019",2019/06,Suppressed,Not Applicable,Not Applicable
,"Atoka County, OK",40005,"Jul., 2019",2019/07,Suppressed,Not Applicable,Not Applicable
,"Atoka County, OK",40005,"Aug., 2019",2019/08,Suppressed,Not Applicable,Not Applicable
,"Atoka County, OK",40005,"Sep., 2019",2019/09,11,Not Applicable,Not Applicable
,"Atoka County, OK",40005,"Oct., 2019",2019/10,Suppressed,Not Applicable,Not Applicable
,"Atoka County, OK",40005,"Nov., 2019",2019/11,10,Not Applicable,Not Applicable
,"Atoka County, OK",40005,"Dec., 2019",2019/12,10,Not Applicable,Not Applicable
,"Beaver County, OK",40007,"Jan., 2019",2019/01,Suppressed,Not Applicable,Not Applicable
,"Beaver County, OK",40007,"Feb., 2019",2019/02,Suppressed,Not Applicable,Not Applicable
,"Beaver County, OK",40007,"Mar., 2019",2019/03,Suppressed,Not Applicable,Not Applicable
,"Beaver County, OK",40007,"Apr., 2019",2019/04,Suppressed,Not Applicable,Not Applicable
,"Beaver County, OK",40007,"May, 2019",2019/05,Suppressed,Not Applicable,Not Applicable
,"Beaver County, OK",40007,"Jun., 2019",2019/06,Suppressed,Not Applicable,Not Applicable
,"Beaver County, OK",40007,"Jul., 2019",2019/07,Suppressed,Not Applicable,Not Applicable
,"Beaver County, OK",40007,"Aug., 2019",2019/08,Suppressed,Not Applicable,Not Applicable
,"Beaver County, OK",40007,"Sep., 2019",2019/09,Suppressed,Not Applicable,Not Applicable
,"Beaver County, OK",40007,"Oct., 2019",2019/10,Suppressed,Not Applicable,Not Applicable
,"Beaver County, OK",40007,"Nov., 2019",2019/11,Suppressed,Not Applicable,Not Applicable
,"Beaver County, OK",40007,"Dec., 2019",2019/12,0,Not Applicable,Not Applicable
,"Beckham County, OK",40009,"Jan., 2019",2019/01,17,Not Applicable,Not Applicable
,"Beckham County, OK",40009,"Feb., 2019",2019/02,14,Not Applicable,Not Applicable
,"Beckham County, OK",40009,"Mar., 2019",2019/03,14,Not Applicable,Not Applicable
,"Beckham County, OK",40009,"Apr., 2019",2019/04,15,Not Applicable,Not Applicable
,"Beckham County, OK",40009,"May, 2019",2019/05,10,Not Applicable,Not Applicable
,"Beckham County, OK",40009,"Jun., 2019",2019/06,Suppressed,Not Applicable,Not Applicable
,"Beckham County, OK",40009,"Jul., 2019",2019/07,16,Not Applicable,Not Applicable
,"Beckham County, OK",40009,"Aug., 2019",2019/08,Suppressed,Not Applicable,Not Applicable
,"Beckham County, OK",40009,"Sep., 2019",2019/09,Suppressed,Not Applicable,Not Applicable
,"Beckham County, OK",40009,"Oct., 2019",2019/10,Suppressed,Not Applicable,Not Applicable
,"Beckham County, OK",40009,"Nov., 2019",2019/11,15,Not Applicable,Not Applicable
,"Beckham County, OK",40009,"Dec., 2019",2019/12,14,Not Applicable,Not Applicable
,"Blaine County, OK",40011,"Jan., 2019",2019/01,Suppressed,Not Applicable,Not Applicable
,"Blaine County, OK",40011,"Feb., 2019",2019/02,Suppressed,Not Applicable,Not Applicable
,"Blaine County, OK",40011,"Mar., 2019",2019/03,15,Not Applicable,Not Applicable
,"Blaine County, OK",40011,"Apr., 2019",2019/04,Suppressed,Not Applicable,Not Applicable
,"Blaine County, OK",40011,"May, 2019",2019/05,12,Not Applicable,Not Applicable
,"Blaine County, OK",40011,"Jun., 2019",2019/06,Suppressed,Not Applicable,Not Applicable
,"Blaine County, OK",40011,"Jul., 2019",2019/07,Suppressed,Not Applicable,Not Applicable
,"Blaine County, OK",40011,"Aug., 2019",2019/08,10,Not Applicable,Not Applicable
,"Blaine County, OK",40011,"Sep., 2019",2019/09,Suppressed,Not Applicable,Not Applicable
,"Blaine County, OK",40011,"Oct., 2019",2019/10,Suppressed,Not Applicable,Not Applicable
,"Blaine County, OK",40011,"Nov., 2019",2019/11,Suppressed,Not Applicable,Not Applicable
,"Blaine County, OK",40011,"Dec., 2019",2019/12,Suppressed,Not Applicable,Not Applicable
,"Bryan County, OK",40013,"Jan., 2019",2019/01,37,Not Applicable,Not Applicable
,"Bryan County, OK",40013,"Feb., 2019",2019/02,30,Not Applicable,Not Applicable
,"Bryan County, OK",40013,"Mar., 2019",2019/03,29,Not Applicable,Not Applicable
,"Bryan County, OK",40013,"Apr., 2019",2019/04,21,Not Applicable,Not Applicable
,"Bryan County, OK",40013,"May, 2019",2019/05,34,Not Applicable,Not Applicable
,"Bryan County, OK",40013,"Jun., 2019",2019/06,19,Not Applicable,Not Applicable
,"Bryan County, OK",40013,"Jul., 2019",2019/07,30,Not Applicable,Not Applicable
,"Bryan County, OK",40013,"Aug., 2019",2019/08,29,Not Applicable,Not Applicable
,"Bryan County, OK",40013,"Sep., 2019",2019/09,25,Not Applicable,Not Applicable
,"Bryan County, OK",40013,"Oct., 2019",2019/10,32,Not Applicable,Not Applicable
,"Bryan County, OK",40013,"Nov., 2019",2019/11,28,Not Applicable,Not Applicable
,"Bryan County, OK",40013,"Dec., 2019",2019/12,33,Not Applicable,Not Applicable
,"Caddo County, OK",40015,"Jan., 2019",2019/01,31,Not Applicable,Not Applicable
,"Caddo County, OK",40015,"Feb., 2019",2019/02,14,Not Applicable,Not Applicable
,"Caddo County, OK",40015,"Mar., 2019",2019/03,16,Not Applicable,Not Applicable
,"Caddo County, OK",40015,"Apr., 2019",2019/04,16,Not Applicable,Not Applicable
,"Caddo County, OK",40015,"May, 2019",2019/05,23,Not Applicable,Not Applicable
,"Caddo County, OK",40015,"Jun., 2019",2019/06,14,Not Applicable,Not Applicable
,"Caddo County, OK",40015,"Jul., 2019",2019/07,19,Not Applicable,Not Applicable
,"Caddo County, OK",40015,"Aug., 2019",2019/08,14,Not Applicable,Not Applicable
,"Caddo County, OK",40015,"Sep., 2019",2019/09,26,Not Applicable,Not Applicable
,"Caddo County, OK",40015,"Oct., 2019",2019/10,18,Not Applicable,Not Applicable
,"Caddo County, OK",40015,"Nov., 2019",2019/11,18,Not Applicable,Not Applicable
,"Caddo County, OK",40015,"Dec., 2019",2019/12,22,Not Applicable,Not Applicable
,"Canadian County, OK",40017,"Jan., 2019",2019/01,74,Not Applicable,Not Applicable
,"Canadian County, OK",40017,"Feb., 2019",2019/02,76,Not Applicable,Not Applicable
,"Canadian County, OK",40017,"Mar., 2019",2019/03,54,Not Applicable,Not Applicable
,"Canadian County, OK",40017,"Apr., 2019",2019/04,51,Not Applicable,Not Applicable
,"Canadian County, OK",40017,"May, 2019",2019/05,58,Not Applicable,Not Applicable
,"Canadian County, OK",40017,"Jun., 2019",2019/06,52,Not Applicable,Not Applicable
,"Canadian County, OK",40017,"Jul., 2019",2019/07,57,Not Applicable,Not Applicable
,"Canadian County, OK",40017,"Aug., 2019",2019/08,67,Not Applicable,Not Applicable
,"Canadian County, OK",40017,"Sep., 2019",2019/09,57,Not Applicable,Not Applicable
,"Canadian County, OK",40017,"Oct., 2019",2019/10,60,Not Applicable,Not Applicable
,"Canadian County, OK",40017,"Nov., 2019",2019/11,64,Not Applicable,Not Applicable
,"Canadian County, OK",40017,"Dec., 2019",2019/12,62,Not Applicable,Not Applicable
,"Carter County, OK",40019,"Jan., 2019",2019/01,30,Not Applicable,Not Applicable
,"Carter County, OK",40019,"Feb., 2019",2019/02,34,Not Applicable,Not Applicable
,"Carter County, OK",40019,"Mar., 2019",2019/03,24,Not Applicable,Not Applicable
,"Carter County, OK",40019,"Apr., 2019",2019/04,21,Not Applicable,Not Applicable
,"Carter County, OK",40019,"May, 2019",2019/05,21,Not Applicable,Not Applicable
,"Carter County, OK",40019,"Jun., 2019",2019/06,32,Not Applicable,Not Applicable
,"Carter County, OK",40019,"Jul., 2019",2019/07,31,Not Applicable,Not Applicable
,"Carter County, OK",40019,"Aug., 2019",2019/08,29,Not Applicable,Not Applicable
,"Carter County, OK",40019,"Sep., 2019",2019/09,26,Not Applicable,Not Applicable
,"Carter County, OK",40019,"Oct., 2019",2019/10,34,Not Applicable,Not Applicable
,"Carter County, OK",40019,"Nov., 2019",2019/11,34,Not Applicable,Not Applicable
,"Carter County, OK",40019,"Dec., 2019",2019/12,31,Not Applicable,Not Applicable
,"Cherokee County, OK",40021,"Jan., 2019",2019/01,31,Not Applicable,Not Applicable
,"Cherokee County, OK",40021,"Feb., 2019",2019/02,26,Not Applicable,Not Applicable
,"Cherokee County, OK",40021,"Mar., 2019",2019/03,29,Not Applicable,Not Applicable
,"Cherokee County, OK",40021,"Apr., 2019",2019/04,27,Not Applicable,Not Applicable
,"Cherokee County, OK",40021,"May, 2019",2019/05,23,Not Applicable,Not Applicable
,"Cherokee County, OK",40021,"Jun., 2019",2019/06,28,Not Applicable,Not Applicable
,"Cherokee County, OK",40021,"Jul., 2019",2019/07,21,Not Applicable,Not Applicable
,"Cherokee County, OK",40021,"Aug., 2019",2019/08,21,Not Applicable,Not Applicable
,"Cherokee County, OK",40021,"Sep., 2019",2019/09,23,Not Applicable,Not Applicable
,"Cherokee County, OK",40021,"Oct., 2019",2019/10,20,Not Applicable,Not Applicable
,"Cherokee County, OK",40021,"Nov., 2019",2019/11,25,Not Applicable,Not Applicable
,"Cherokee County, OK",40021,"Dec., 2019",2019/12,23,Not Applicable,Not Applicable
,"Choctaw County, OK",40023,"Jan., 2019",2019/01,12,Not Applicable,Not Applicable
,"Choctaw County, OK",40023,"Feb., 2019",2019/02,10,Not Applicable,Not Applicable
,"Choctaw County, OK",40023,"Mar., 2019",2019/03,14,Not Applicable,Not Applicable
,"Choctaw County, OK",40023,"Apr., 2019",2019/04,10,Not Applicable,Not Applicable
,"Choctaw County, OK",40023,"May, 2019",2019/05,11,Not Applicable,Not Applicable
,"Choctaw County, OK",40023,"Jun., 2019",2019/06,Suppressed,Not Applicable,Not Applicable
,"Choctaw County, OK",40023,"Jul., 2019",2019/07,11,Not Applicable,Not Applicable
,"Choctaw County, OK",40023,"Aug., 2019",2019/08,Suppressed,Not Applicable,Not Applicable
,"Choctaw County, OK",40023,"Sep., 2019",2019/09,10,Not Applicable,Not Applicable
,"Choctaw County, OK",40023,"Oct., 2019",2019/10,14,Not Applicable,Not Applicable
,"Choctaw County, OK",40023,"Nov., 2019",2019/11,Suppressed,Not Applicable,Not Applicable
,"Choctaw County, OK",40023,"Dec., 2019",2019/12,13,Not Applicable,Not Applicable
,"Cimarron County, OK",40025,"Jan., 2019",2019/01,Suppressed,Not Applicable,Not Applicable
,"Cimarron County, OK",40025,"Feb., 2019",2019/02,Suppressed,Not Applicable,Not Applicable
,"Cimarron County, OK",40025,"Mar., 2019",2019/03,Suppressed,Not Applicable,Not Applicable
,"Cimarron County, OK",40025,"Apr., 2019",2019/04,Suppressed,Not Applicable,Not Applicable
,"Cimarron County, OK",40025,"May, 2019",2019/05,Suppressed,Not Applicable,Not Applicable
,"Cimarron County, OK",40025,"Jun., 2019",2019/06,Suppressed,Not Applicable,Not Applicable
,"Cimarron County, OK",40025,"Jul., 2019",2019/07,Suppressed,Not Applicable,Not Applicable
,"Cimarron County, OK",40025,"Aug., 2019",2019/08,Suppressed,Not Applicable,Not Applicable
,"Cimarron County, OK",40025,"Sep., 2019",2019/09,Suppressed,Not Applicable,Not Applicable
,"Cimarron County, OK",40025,"Oct., 2019",2019/10,Suppressed,Not Applicable,Not Applicable
,"Cimarron County, OK",40025,"Nov., 2019",2019/11,Suppressed,Not Applicable,Not Applicable
,"Cimarron County, OK",40025,"Dec., 2019",2019/12,Suppressed,Not Applicable,Not Applicable
,"Cleveland County, OK",40027,"Jan., 2019",2019/01,120,Not Applicable,Not Applicable
,"Cleveland County, OK",40027,"Feb., 2019",2019/02,108,Not Applicable,Not Applicable
,"Cleveland County, OK",40027,"Mar., 2019",2019/03,119,Not Applicable,Not Applicable
,"Cleveland County, OK",40027,"Apr., 2019",2019/04,115,Not Applicable,Not Applicable
,"Cleveland County, OK",40027,"May, 2019",2019/05,102,Not Applicable,Not Applicable
,"Cleveland County, OK",40027,"Jun., 2019",2019/06,108,Not Applicable,Not Applicable
,"Cleveland County, OK",40027,"Jul., 2019",2019/07,111,Not Applicable,Not Applicable
,"Cleveland County, OK",40027,"Aug., 2019",2019/08,96,Not Applicable,Not Applicable
,"Cleveland County, OK",40027,"Sep., 2019",2019/09,107,Not Applicable,Not Applicable
,"Cleveland County, OK",40027,"Oct., 2019",2019/10,95,Not Applicable,Not Applicable
,"Cleveland County, OK",40027,"Nov., 2019",2019/11,108,Not Applicable,Not Applicable
,"Cleveland County, OK",40027,"Dec., 2019",2019/12,110,Not Applicable,Not Applicable
,"Coal County, OK",40029,"Jan., 2019",2019/01,Suppressed,Not Applicable,Not Applicable
,"Coal County, OK",40029,"Feb., 2019",2019/02,10,Not Applicable,Not Applicable
,"Coal County, OK",40029,"Mar., 2019",2019/03,Suppressed,Not Applicable,Not Applicable
,"Coal County, OK",40029,"Apr., 2019",2019/04,Suppressed,Not Applicable,Not Applicable
,"Coal County, OK",40029,"May, 2019",2019/05,Suppressed,Not Applicable,Not Applicable
,"Coal County, OK",40029,"Jun., 2019",2019/06,Suppressed,Not Applicable,Not Applicable
,"Coal County, OK",40029,"Jul., 2019",2019/07,Suppressed,Not Applicable,Not Applicable
,"Coal County, OK",40029,"Aug., 2019",2019/08,Suppressed,Not Applicable,Not Applicable
,"Coal County, OK",40029,"Sep., 2019",2019/09,Suppressed,Not Applicable,Not Applicable
,"Coal County, OK",40029,"Oct., 2019",2019/10,Suppressed,Not Applicable,Not Applicable
,"Coal County, OK",40029,"Nov., 2019",2019/11,Suppressed,Not Applicable,Not Applicable
,"Coal County, OK",40029,"Dec., 2019",2019/12,Suppressed,Not Applicable,Not Applicable
,"Comanche County, OK",40031,"Jan., 2019",2019/01,56,Not Applicable,Not Applicable
,"Comanche County, OK",40031,"Feb., 2019",2019/02,46,Not Applicable,Not Applicable
,"Comanche County, OK",40031,"Mar., 2019",2019/03,49,Not Applicable,Not Applicable
,"Comanche County, OK",40031,"Apr., 2019",2019/04,54,Not Applicable,Not Applicable
,"Comanche County, OK",40031,"May, 2019",2019/05,52,Not Applicable,Not Applicable
,"Comanche County, OK",40031,"Jun., 2019",2019/06,40,Not Applicable,Not Applicable
,"Comanche County, OK",40031,"Jul., 2019",2019/07,43,Not Applicable,Not Applicable
,"Comanche County, OK",40031,"Aug., 2019",2019/08,59,Not Applicable,Not Applicable
,"Comanche County, OK",40031,"Sep., 2019",2019/09,43,Not Applicable,Not Applicable
,"Comanche County, OK",40031,"Oct., 2019",2019/10,45,Not Applicable,Not Applicable
,"Comanche County, OK",40031,"Nov., 2019",2019/11,50,Not Applicable,Not Applicable
,"Comanche County, OK",40031,"Dec., 2019",2019/12,74,Not Applicable,Not Applicable
,"Cotton County, OK",40033,"Jan., 2019",2019/01,Suppressed,Not Applicable,Not Applicable
,"Cotton County, OK",40033,"Feb., 2019",2019/02,Suppressed,Not Applicable,Not Applicable
,"Cotton County, OK",40033,"Mar., 2019",2019/03,Suppressed,Not Applicable,Not Applicable
,"Cotton County, OK",40033,"Apr., 2019",2019/04,Suppressed,Not Applicable,Not Applicable
,"Cotton County, OK",40033,"May, 2019",2019/05,Suppressed,Not Applicable,Not Applicable
,"Cotton County, OK",40033,"Jun., 2019",2019/06,Suppressed,Not Applicable,Not Applicable
,"Cotton County, OK",40033,"Jul., 2019",2019/07,Suppressed,Not Applicable,Not Applicable
,"Cotton County, OK",40033,"Aug., 2019",2019/08,Suppressed,Not Applicable,Not Applicable
,"Cotton County, OK",40033,"Sep., 2019",2019/09,Suppressed,Not Applicable,Not Applicable
,"Cotton County, OK",40033,"Oct., 2019",2019/10,Suppressed,Not Applicable,Not Applicable
,"Cotton County, OK",40033,"Nov., 2019",2019/11,Suppressed,Not Applicable,Not Applicable
,"Cotton County, OK",40033,"Dec., 2019",2019/12,Suppressed,Not Applicable,Not Applicable
,"Craig County, OK",40035,"Jan., 2019",2019/01,Suppressed,Not Applicable,Not Applicable
,"Craig County, OK",40035,"Feb., 2019",2019/02,Suppressed,Not Applicable,Not Applicable
,"Craig County, OK",40035,"Mar., 2019",2019/03,12,Not Applicable,Not Applicable
,"Craig County, OK",40035,"Apr., 2019",2019/04,Suppressed,Not Applicable,Not Applicable
,"Craig County, OK",40035,"May, 2019",2019/05,11,Not Applicable,Not Applicable
,"Craig County, OK",40035,"Jun., 2019",2019/06,10,Not Applicable,Not Applicable
,"Craig County, OK",40035,"Jul., 2019",2019/07,Suppressed,Not Applicable,Not Applicable
,"Craig County, OK",40035,"Aug., 2019",2019/08,13,Not Applicable,Not Applicable
,"Craig County, OK",40035,"Sep., 2019",2019/09,17,Not Applicable,Not Applicable
,"Craig County, OK",40035,"Oct., 2019",2019/10,11,Not Applicable,Not Applicable
,"Craig County, OK",40035,"Nov., 2019",2019/11,12,Not Applicable,Not Applicable
,"Craig County, OK",40035,"Dec., 2019",2019/12,Suppressed,Not Applicable,Not Applicable
,"Creek County, OK",40037,"Jan., 2019",2019/01,46,Not Applicable,Not Applicable
,"Creek County, OK",40037,"Feb., 2019",2019/02,43,Not Applicable,Not Applicable
,"Creek County, OK",40037,"Mar., 2019",2019/03,52,Not Applicable,Not Applicable
,"Creek County, OK",40037,"Apr., 2019",2019/04,38,Not Applicable,Not Applicable
,"Creek County, OK",40037,"May, 2019",2019/05,47,Not Applicable,Not Applicable
,"Creek County, OK",40037,"Jun., 2019",2019/06,33,Not Applicable,Not Applicable
,"Creek County, OK",40037,"Jul., 2019",2019/07,44,Not Applicable,Not Applicable
,"Creek County, OK",40037,"Aug., 2019",2019/08,40,Not Applicable,Not Applicable
,"Creek County, OK",40037,"Sep., 2019",2019/09,40,Not Applicable,Not Applicable
,"Creek County, OK",40037,"Oct., 2019",2019/10,38,Not Applicable,Not Applicable
,"Creek County, OK",40037,"Nov., 2019",2019/11,47,Not Applicable,Not Applicable
,"Creek County, OK",40037,"Dec., 2019",2019/12,41,Not Applicable,Not Applicable
,"Custer County, OK",40039,"Jan., 2019",2019/01,18,Not Applicable,Not Applicable
,"Custer County, OK",40039,"Feb., 2019",2019/02,20,Not Applicable,Not Applicable
,"Custer County, OK",40039,"Mar., 2019",2019/03,17,Not Applicable,Not Applicable
,"Custer County, OK",40039,"Apr., 2019",2019/04,21,Not Applicable,Not Applicable
,"Custer County, OK",40039,"May, 2019",2019/05,17,Not Applicable,Not Applicable
,"Custer County, OK",40039,"Jun., 2019",2019/06,21,Not Applicable,Not Applicable
,"Custer County, OK",40039,"Jul., 2019",2019/07,20,Not Applicable,Not Applicable
,"Custer County, OK",40039,"Aug., 2019",2019/08,18,Not Applicable,Not Applicable
,"Custer County, OK",40039,"Sep., 2019",2019/09,14,Not Applicable,Not Applicable
