year,state,county,county_code,county_population,annual_adj_deaths,annual_crude_rate_10k
2020,TX,Duval,48131,11058,65,58.78097305118467
2020,TX,Eastland,48133,18388,168,91.36393299978246
2020,TX,Ector,48135,167701,776,46.27283081198085
2020,TX,Edwards,48137,1923,14,72.80291211648466
2020,TX,Ellis,48139,191760,830,43.28327075511056
2020,TX,El Paso,48141,841286,3294,39.15434228074638
2020,TX,Erath,48143,43224,200,46.27059041273367
2020,TX,Falls,48145,17275,113,65.4124457308249
2020,TX,Fannin,48147,35913,280,77.96619608498315
2020,TX,Fayette,48149,25547,250,97.85884839707207
2020,TX,Fisher,48151,3784,27,71.35306553911205
2020,TX,Floyd,48153,5672,75,132.22849083215797
2020,TX,Foard,48155,1135,21,185.02202643171807
2020,TX,Fort Bend,48157,839706,2297,27.35481227953593
2020,TX,Franklin,48159,10821,76,70.23380463912763
2020,TX,Freestone,48161,19874,149,74.97232565160512
2020,TX,Frio,48163,20379,99,48.57941999116738
2020,TX,Gaines,48165,21996,84,38.18876159301691
2020,TX,Galveston,48167,345089,1677,48.59615925167131
2020,TX,Garza,48169,6222,35,56.252009000321436
2020,TX,Gillespie,48171,26960,195,72.3293768545994
2020,TX,Glasscock,48173,1439,2,13.89854065323141
2020,TX,Goliad,48175,7626,41,53.763440860215056
2020,TX,Gonzales,48177,20948,154,73.5153713958373
2020,TX,Gray,48179,21658,145,66.94985686582325
2020,TX,Grayson,48181,138318,970,70.12825518009225
2020,TX,Gregg,48183,124229,884,71.15890814544107
2020,TX,Grimes,48185,29614,185,62.47045316404403
2020,TX,Guadalupe,48187,170608,603,35.34418081215418
2020,TX,Hale,48189,32754,186,56.78695731819014
2020,TX,Hall,48191,2939,33,112.28308948621981
2020,TX,Hamilton,48193,8557,72,84.14163842468155
2020,TX,Hansford,48195,5279,47,89.03201363894678
2020,TX,Hardeman,48197,4011,54,134.62976813762154
2020,TX,Hardin,48199,58305,373,63.97393019466598
2020,TX,Harris,48201,4738253,16090,33.95766329911045
2020,TX,Harrison,48203,66386,409,61.609375470731784
2020,TX,Hartley,48205,5443,35,64.30277420540143
2020,TX,Haskell,48207,5754,51,88.63399374348279
2020,TX,Hays,48209,241365,639,26.474426698154247
2020,TX,Hemphill,48211,3777,16,42.36166269526079
2020,TX,Henderson,48213,83792,674,80.43727324804277
2020,TX,Hidalgo,48215,875200,3195,36.50594149908592
2020,TX,Hill,48217,37006,293,79.17634978111657
2020,TX,Hockley,48219,22921,144,62.824484097552464
2020,TX,Hood,48221,63527,504,79.33634517606687
2020,TX,Hopkins,48223,37170,253,68.06564433683077
2020,TX,Houston,48225,22835,186,81.45390847383402
2020,TX,Howard,48227,36540,241,65.95511767925561
2020,TX,Hudspeth,48229,4906,16,32.61312678353037
2020,TX,Hunt,48231,99807,584,58.51292995481279
2020,TX,Hutchinson,48233,20677,146,70.60985636214151
2020,TX,Irion,48235,1564,1,6.3938618925831205
2020,TX,Jack,48237,9056,61,67.35865724381625
2020,TX,Jackson,48239,14854,113,76.07378483910058
2020,TX,Jasper,48241,35375,281,79.43462897526501
2020,TX,Jeff Davis,48243,2220,15,67.56756756756756
2020,TX,Jefferson,48245,250127,1595,63.76760605612349
2020,TX,Jim Hogg,48247,5184,36,69.44444444444444
2020,TX,Jim Wells,48249,40452,270,66.74577276772472
2020,TX,Johnson,48251,179575,945,52.62425170541557
2020,TX,Jones,48253,19875,134,67.42138364779873
2020,TX,Karnes,48255,15562,109,70.04241100115667
2020,TX,Kaufman,48257,143198,652,45.53136216986271
2020,TX,Kendall,48259,48523,227,46.781938462172576
2020,TX,Kenedy,48261,379,2,52.770448548812666
2020,TX,Kent,48263,786,10,127.22646310432569
2020,TX,Kerr,48265,52869,457,86.44006884942027
2020,TX,Kimble,48267,4396,29,65.9690627843494
2020,TX,King,48269,283,1,35.3356890459364
2020,TX,Kinney,48271,3670,22,59.94550408719346
2020,TX,Kleberg,48273,30338,168,55.37609598523304
2020,TX,Knox,48275,3683,45,122.18300298669563
2020,TX,Lamar,48277,49905,406,81.35457369001102
2020,TX,Lamb,48279,12710,114,89.6931549960661
2020,TX,Lampasas,48281,21789,146,67.00628757629997
2020,TX,La Salle,48283,7500,39,52
2020,TX,Lavaca,48285,20216,200,98.93153937475267
2020,TX,Lee,48287,17397,129,74.1507156406277
2020,TX,Leon,48289,17493,123,70.31383982164294
2020,TX,Liberty,48291,91547,369,40.30716462582061
2020,TX,Limestone,48293,23340,210,89.97429305912597
2020,TX,Lipscomb,48295,3111,21,67.50241080038573
2020,TX,Live Oak,48297,12324,75,60.85686465433301
2020,TX,Llano,48299,21958,204,92.90463612350851
2020,TX,Loving,48301,181,0,0
2020,TX,Lubbock,48303,314772,1607,51.05282553721424
2020,TX,Lynn,48305,6025,52,86.30705394190872
2020,TX,McCulloch,48307,7823,69,88.20145724146748
2020,TX,McLennan,48309,259730,1515,58.32980402725908
2020,TX,McMullen,48311,721,7,97.08737864077669
2020,TX,Madison,48313,14427,87,60.30359742150136
2020,TX,Marion,48315,9960,106,106.42570281124497
2020,TX,Martin,48317,5816,41,70.49518569463548
2020,TX,Mason,48319,4344,21,48.34254143646409
2020,TX,Matagorda,48321,36725,247,67.2566371681416
2020,TX,Maverick,48323,58378,270,46.250299770461474
2020,TX,Medina,48325,52358,246,46.98422399633294
2020,TX,Menard,48327,2124,20,94.16195856873823
2020,TX,Midland,48329,177863,639,35.926527720773855
2020,TX,Milam,48331,24708,166,67.18471750040473
2020,TX,Mills,48333,4840,49,101.2396694214876
2020,TX,Mitchell,48335,8202,55,67.0568154108754
2020,TX,Montague,48337,19962,214,107.20368700531009
2020,TX,Montgomery,48339,626351,2004,31.994839953955527
2020,TX,Moore,48341,20654,89,43.09092669700784
2020,TX,Morris,48343,12393,108,87.14596949891069
2020,TX,Motley,48345,1185,16,135.0210970464135
2020,TX,Nacogdoches,48347,64753,383,59.14783871017559
2020,TX,Navarro,48349,50694,361,71.21158322483923
2020,TX,Newton,48351,13414,110,82.0038765468913
2020,TX,Nolan,48353,14835,113,76.17121671722279
2020,TX,Nueces,48355,363148,1657,45.62877945080243
2020,TX,Ochiltree,48357,9598,56,58.34548864346739
2020,TX,Oldham,48359,2135,10,46.8384074941452
2020,TX,Orange,48361,82878,538,64.91469388740076
2020,TX,Palo Pinto,48363,29320,247,84.24283765347886
2020,TX,Panola,48365,23187,198,85.39267693103895
2020,TX,Parker,48367,148198,732,49.39337912792345
2020,TX,Parmer,48369,9522,82,86.11636210880067
2020,TX,Pecos,48371,15718,124,78.89044407685456
2020,TX,Polk,48373,52995,417,78.68666855363713
2020,TX,Potter,48375,116004,764,65.85979793800213
2020,TX,Presidio,48377,6508,39,59.926244622003686
2020,TX,Rains,48379,12552,112,89.22880815806246
2020,TX,Randall,48381,139899,591,42.24476229279695
2020,TX,Reagan,48383,3833,19,49.56952778502478
2020,TX,Real,48385,3411,30,87.95074758135445
2020,TX,Red River,48387,11995,131,109.21217173822426
2020,TX,Reeves,48389,15949,85,53.294877421781926
2020,TX,Refugio,48391,6877,66,95.9720808492075
2020,TX,Roberts,48393,813,0,0
2020,TX,Robertson,48395,17155,109,63.538327018362
2020,TX,Rockwall,48397,109888,411,37.401718112987766
2020,TX,Runnels,48399,10401,95,91.33737140659551
2020,TX,Rusk,48401,54324,344,63.32376113688241
2020,TX,Sabine,48403,10507,103,98.02988483867898
2020,TX,San Augustine,48405,8248,108,130.94083414161008
2020,TX,San Jacinto,48407,29301,173,59.0423535032934
2020,TX,San Patricio,48409,67069,341,50.84316152022544
2020,TX,San Saba,48411,6039,43,71.20384169564497
2020,TX,Schleicher,48413,2761,10,36.21876131836291
2020,TX,Scurry,48415,16662,131,78.62201416396591
2020,TX,Shackelford,48417,3300,25,75.75757575757576
2020,TX,Shelby,48419,24915,185,74.25245835841862
2020,TX,Sherman,48421,3027,19,62.76841757515692
2020,TX,Smith,48423,235806,1552,65.81681551784094
2020,TX,Somervell,48425,9139,71,77.68902505744612
2020,TX,Starr,48427,64266,330,51.349080384651295
2020,TX,Stephens,48429,9334,73,78.20869937861582
2020,TX,Sterling,48431,1315,10,76.04562737642586
2020,TX,Stonewall,48433,1348,19,140.94955489614242
2020,TX,Sutton,48435,3738,29,77.58159443552702
2020,TX,Swisher,48437,7340,63,85.83106267029973
2020,TX,Tarrant,48439,2123347,8750,41.20852597338071
2020,TX,Taylor,48441,139200,892,64.08045977011494
2020,TX,Terrell,48443,702,1,14.245014245014247
2020,TX,Terry,48445,12183,80,65.66527127965198
2020,TX,Throckmorton,48447,1487,1,6.724949562878279
2020,TX,Titus,48449,32926,149,45.25299155682439
2020,TX,Tom Green,48451,120010,606,50.49579201733189
2020,TX,Travis,48453,1300503,3282,25.23638930475362
2020,TX,Trinity,48455,14883,152,102.1299469193039
2020,TX,Tyler,48457,21591,186,86.14700569681811
2020,TX,Upshur,48459,42166,290,68.7757909215956
2020,TX,Upton,48461,3623,23,63.48330113165885
2020,TX,Uvalde,48463,26742,182,68.05773689327648
2020,TX,Val Verde,48465,49028,238,48.543689320388346
2020,TX,Van Zandt,48467,57533,430,74.7397145985782
2020,TX,Victoria,48469,91936,568,61.782109293421506
2020,TX,Walker,48471,72164,351,48.639210686769026
2020,TX,Waller,48473,57452,234,40.72965257954466
2020,TX,Ward,48475,12097,80,66.1320988674878
2020,TX,Washington,48477,35771,259,72.40502082692683
2020,TX,Webb,48479,277681,968,34.86014527461367
2020,TX,Wharton,48481,41685,303,72.68801727240015
2020,TX,Wheeler,48483,4946,46,93.00444803881925
2020,TX,Wichita,48485,133205,950,71.31864419503773
2020,TX,Wilbarger,48487,12552,129,102.77246653919694
2020,TX,Willacy,48489,21161,138,65.21430934265867
2020,TX,Williamson,48491,617855,1811,29.31108431589936
2020,TX,Wilson,48493,52023,241,46.325663648770735
2020,TX,Winkler,48495,7887,53,67.19918853810067
2020,TX,Wise,48497,71084,422,59.36638343368409
2020,TX,Wood,48499,46291,408,88.13808299669483
2020,TX,Yoakum,48501,8702,55,63.20386118133762
2020,TX,Young,48503,17904,192,107.23860589812332
2020,TX,Zapata,48505,14172,75,52.92125317527519
2020,TX,Zavala,48507,11840,99,83.61486486486486
2021,TX,Anderson,48001,58402,449,76.88092873531728
2021,TX,Andrews,48003,18440,85,46.095444685466376
2021,TX,Angelina,48005,86506,658,76.06408804013594
2021,TX,Aransas,48007,24510,200,81.59934720522236
2021,TX,Archer,48009,8681,65,74.87616634028338
2021,TX,Armstrong,48011,1839,12,65.25285481239804
2021,TX,Atascosa,48013,49939,247,49.46034161677247
2021,TX,Austin,48015,30380,186,61.224489795918366
2021,TX,Bailey,48017,6835,50,73.1528895391368
2021,TX,Bandera,48019,21565,159,73.7305819615117
2021,TX,Bastrop,48021,102058,423,41.44702032177781
2021,TX,Baylor,48023,3477,56,161.0583836640782
2021,TX,Bee,48025,30924,191,61.764325443021605
2021,TX,Bell,48027,379617,1543,40.64623027946588
2021,TX,Bexar,48029,2028236,7465,36.805381622256974
2021,TX,Blanco,48031,11886,74,62.258118795221264
2021,TX,Borden,48033,617,2,32.414910858995135
2021,TX,Bosque,48035,18503,174,94.03880451818624
2021,TX,Bowie,48037,92581,662,71.504952420043
2021,TX,Brazoria,48039,379689,1499,39.47967942184261
2021,TX,Brazos,48041,237032,658,27.759964899254108
2021,TX,Brewster,48043,9450,62,65.60846560846561
2021,TX,Briscoe,48045,1403,2,14.255167498218105
2021,TX,Brooks,48047,6994,52,74.34944237918215
2021,TX,Brown,48049,38192,342,89.54754922496858
2021,TX,Burleson,48051,18051,148,81.98991745609662
2021,TX,Burnet,48053,50954,316,62.01672096400675
2021,TX,Caldwell,48055,46791,226,48.299886730354125
2021,TX,Calhoun,48057,19727,160,81.10711207989051
2021,TX,Callahan,48059,14115,124,87.84980517180306
2021,TX,Cameron,48061,423029,1701,40.21000924286515
2021,TX,Camp,48063,12616,142,112.55548509828789
2021,TX,Carson,48065,5746,33,57.43125652627915
2021,TX,Cass,48067,28560,249,87.18487394957984
2021,TX,Castro,48069,7374,52,70.51803634391104
2021,TX,Chambers,48071,48865,209,42.770899416760464
2021,TX,Cherokee,48073,51097,396,77.49965751413977
2021,TX,Childress,48075,6736,55,81.65083135391923
2021,TX,Clay,48077,10263,102,99.38614440222157
2021,TX,Cochran,48079,2516,25,99.36406995230524
2021,TX,Coke,48081,3321,41,123.45679012345678
2021,TX,Coleman,48083,7735,143,184.87394957983193
2021,TX,Collin,48085,1109462,3150,28.39213961361453
2021,TX,Collingsworth,48087,2615,25,95.60229445506693
2021,TX,Colorado,48089,20630,211,102.27823557925352
2021,TX,Comal,48091,174986,734,41.94621283988433
2021,TX,Comanche,48093,13775,115,83.48457350272231
2021,TX,Concho,48095,3341,17,50.88296917090692
2021,TX,Cooke,48097,42244,279,66.04488211343623
2021,TX,Coryell,48099,84232,326,38.70263082913857
2021,TX,Cottle,48101,1381,15,108.61694424330196
2021,TX,Crane,48103,4680,31,66.23931623931624
2021,TX,Crockett,48105,3068,36,117.34028683181225
2021,TX,Crosby,48107,5106,58,113.59185272228751
2021,TX,Culberson,48109,2193,20,91.19927040583676
2021,TX,Dallam,48111,7172,43,59.95538204127161
2021,TX,Dallas,48113,2586050,10232,39.56613367877652
2021,TX,Dawson,48115,12413,84,67.67099009103359
2021,TX,Deaf Smith,48117,18329,106,57.83185116482077
2021,TX,Delta,48119,5392,54,100.14836795252226
2021,TX,Denton,48121,941647,2659,28.237757885916906
2021,TX,DeWitt,48123,19918,163,81.83552565518627
2021,TX,Dickens,48125,1740,12,68.9655172413793
2021,TX,Dimmit,48127,8473,84,99.13843974979346
2021,TX,Donley,48129,3268,31,94.85924112607098
2021,TX,Duval,48131,9756,99,101.47601476014759
2021,TX,Eastland,48133,17864,207,115.87550380653828
2021,TX,Ector,48135,161091,707,43.88823708338765
2021,TX,Edwards,48137,1438,12,83.44923504867872
2021,TX,Ellis,48139,202678,867,42.777213116371776
2021,TX,El Paso,48141,867947,3223,37.133603779954306
2021,TX,Erath,48143,43378,229,52.79173774724514
2021,TX,Falls,48145,17313,140,80.86409056778145
2021,TX,Fannin,48147,36569,286,78.2083185211518
2021,TX,Fayette,48149,24687,233,94.38165836270102
2021,TX,Fisher,48151,3706,35,94.44144630329197
2021,TX,Floyd,48153,5350,52,97.19626168224299
2021,TX,Foard,48155,1080,19,175.92592592592592
2021,TX,Fort Bend,48157,858527,2275,26.49887539937591
2021,TX,Franklin,48159,10464,67,64.02905198776759
2021,TX,Freestone,48161,19774,145,73.32861333063619
2021,TX,Frio,48163,18436,118,64.0052072032979
2021,TX,Gaines,48165,21895,96,43.845626855446454
2021,TX,Galveston,48167,355062,1674,47.14669550670024
2021,TX,Garza,48169,5863,32,54.57956677468873
2021,TX,Gillespie,48171,27297,243,89.02077151335313
2021,TX,Glasscock,48173,1149,2,17.40644038294169
2021,TX,Goliad,48175,7163,47,65.614965796454
2021,TX,Gonzales,48177,19641,122,62.11496359655822
2021,TX,Gray,48179,21030,200,95.10223490252021
2021,TX,Grayson,48181,139336,945,67.82166848481369
2021,TX,Gregg,48183,124201,913,73.5098751217784
2021,TX,Grimes,48185,30287,186,61.41248720573183
2021,TX,Guadalupe,48187,177036,684,38.63620958449129
2021,TX,Hale,48189,32220,197,61.1421477343265
2021,TX,Hall,48191,2845,34,119.50790861159929
2021,TX,Hamilton,48193,8229,103,125.16709199173654
2021,TX,Hansford,48195,5159,39,75.59604574529948
2021,TX,Hardeman,48197,3552,28,78.82882882882882
2021,TX,Hardin,48199,56973,393,68.98004317834764
2021,TX,Harris,48201,4728030,16452,34.79673352326444
2021,TX,Harrison,48203,69150,450,65.0759219088937
2021,TX,Hartley,48205,5397,29,53.73355567908097
2021,TX,Haskell,48207,5411,71,131.21419330992424
2021,TX,Hays,48209,255397,734,28.739570159398895
2021,TX,Hemphill,48211,3271,16,48.914704983185565
2021,TX,Henderson,48213,83667,706,84.38213393572137
2021,TX,Hidalgo,48215,880356,3193,36.26941828078641
2021,TX,Hill,48217,36471,311,85.27323078610402
2021,TX,Hockley,48219,21363,144,67.40626316528578
2021,TX,Hood,48221,64222,547,85.17330509794151
2021,TX,Hopkins,48223,37211,274,73.63414044234233
2021,TX,Houston,48225,22241,206,92.62173463423407
2021,TX,Howard,48227,34128,267,78.23488045007032
2021,TX,Hudspeth,48229,3287,24,73.01490721022209
2021,TX,Hunt,48231,103394,594,57.45014217459427
2021,TX,Hutchinson,48233,20495,163,79.53159307148084
2021,TX,Irion,48235,1552,17,109.5360824742268
2021,TX,Jack,48237,8712,62,71.16620752984389
2021,TX,Jackson,48239,15121,104,68.77851993915746
2021,TX,Jasper,48241,32975,270,81.88021228203183
2021,TX,Jeff Davis,48243,1949,18,92.35505387378143
2021,TX,Jefferson,48245,253704,1547,60.9765711222527
2021,TX,Jim Hogg,48247,4801,44,91.6475734222037
2021,TX,Jim Wells,48249,38847,280,72.07763791283755
2021,TX,Johnson,48251,187280,973,51.95429303716361
2021,TX,Jones,48253,19873,146,73.46651235344437
2021,TX,Karnes,48255,14754,96,65.06710044733632
2021,TX,Kaufman,48257,157768,691,43.798488920440136
2021,TX,Kendall,48259,46788,239,51.081473882192014
2021,TX,Kenedy,48261,340,1,29.41176470588235
2021,TX,Kent,48263,749,14,186.91588785046727
2021,TX,Kerr,48265,53161,446,83.89608923835142
2021,TX,Kimble,48267,4365,31,71.01947308132875
2021,TX,King,48269,258,0,0
2021,TX,Kinney,48271,3130,22,70.28753993610223
2021,TX,Kleberg,48273,30635,177,57.77705239105598
2021,TX,Knox,48275,3351,51,152.1933751119069
2021,TX,Lamar,48277,50098,422,84.2348995967903
2021,TX,Lamb,48279,12898,106,82.18328423011319
2021,TX,Lampasas,48281,22252,145,65.16268200611181
2021,TX,La Salle,48283,6670,57,85.45727136431783
2021,TX,Lavaca,48285,20544,191,92.97118380062305
2021,TX,Lee,48287,17706,110,62.125833050943186
2021,TX,Leon,48289,15959,134,83.96516072435617
2021,TX,Liberty,48291,97621,476,48.7600004097479
2021,TX,Limestone,48293,22119,213,96.29730096297301
2021,TX,Lipscomb,48295,2931,23,78.47151142954623
2021,TX,Live Oak,48297,11377,83,72.9542058539158
2021,TX,Llano,48299,21978,206,93.73009373009373
2021,TX,Loving,48301,57,1,175.43859649122805
2021,TX,Lubbock,48303,314451,1584,50.37350811414179
2021,TX,Lynn,48305,5688,48,84.38818565400844
2021,TX,McCulloch,48307,7533,84,111.50935882118678
2021,TX,McLennan,48309,263115,1489,56.59122436957224
2021,TX,McMullen,48311,608,7,115.13157894736841
2021,TX,Madison,48313,13718,98,71.4389852748214
2021,TX,Marion,48315,9645,121,125.45360290305858
2021,TX,Martin,48317,5211,24,46.05641911341394
2021,TX,Mason,48319,3943,28,71.01191985797617
2021,TX,Matagorda,48321,36344,227,62.458727712965
2021,TX,Maverick,48323,58056,265,45.645583574479815
2021,TX,Medina,48325,51981,260,50.01827590850503
2021,TX,Menard,48327,1982,16,80.72653884964683
2021,TX,Midland,48329,167969,633,37.68552530526466
2021,TX,Milam,48331,25106,190,75.67912052895723
2021,TX,Mills,48333,4480,52,116.07142857142857
2021,TX,Mitchell,48335,9070,51,56.229327453142226
2021,TX,Montague,48337,20409,242,118.5751384193248
2021,TX,Montgomery,48339,648886,2105,32.440212918756146
2021,TX,Moore,48341,21118,116,54.929444076143575
2021,TX,Morris,48343,12030,120,99.75062344139651
2021,TX,Motley,48345,1067,24,224.92970946579194
2021,TX,Nacogdoches,48347,64668,369,57.060679161254406
2021,TX,Navarro,48349,53591,330,61.577503685320295
2021,TX,Newton,48351,12241,116,94.76349971407564
2021,TX,Nolan,48353,14597,103,70.56244433787765
2021,TX,Nueces,48355,353079,1787,50.61190271865503
2021,TX,Ochiltree,48357,9782,52,53.1588632181558
2021,TX,Oldham,48359,1717,8,46.592894583576005
2021,TX,Orange,48361,84742,543,64.07684501191854
2021,TX,Palo Pinto,48363,28686,244,85.05891375583909
2021,TX,Panola,48365,22675,161,71.00330760749725
2021,TX,Parker,48367,156764,764,48.73567910999975
2021,TX,Parmer,48369,9813,61,62.162437582798326
2021,TX,Pecos,48371,15118,100,66.14631565021828
2021,TX,Polk,48373,51899,467,89.98246594346712
2021,TX,Potter,48375,116547,767,65.81035976902022
2021,TX,Presidio,48377,6140,41,66.77524429967427
2021,TX,Rains,48379,12509,99,79.14301702774003
2021,TX,Randall,48381,143854,665,46.22742502815355
2021,TX,Reagan,48383,3253,13,39.96311097448509
2021,TX,Real,48385,2826,31,109.69568294409059
2021,TX,Red River,48387,11555,110,95.19688446559931
2021,TX,Reeves,48389,14487,87,60.05384137502588
2021,TX,Refugio,48391,6756,66,97.69094138543518
2021,TX,Roberts,48393,797,0,0
2021,TX,Robertson,48395,16958,140,82.55690529543578
2021,TX,Rockwall,48397,116381,447,38.40833125682027
2021,TX,Runnels,48399,9943,90,90.51594086291864
2021,TX,Rusk,48401,52743,370,70.15148929715792
2021,TX,Sabine,48403,10039,123,122.52216356210778
2021,TX,San Augustine,48405,7922,112,141.37843978793234
2021,TX,San Jacinto,48407,27878,209,74.96951000789153
2021,TX,San Patricio,48409,69699,345,49.498558085481854
2021,TX,San Saba,48411,5827,41,70.36210743092501
2021,TX,Schleicher,48413,2429,19,78.22149032523672
2021,TX,Scurry,48415,16824,129,76.67617689015691
2021,TX,Shackelford,48417,3212,19,59.153175591531756
2021,TX,Shelby,48419,23939,185,77.27975270479135
2021,TX,Sherman,48421,2798,14,50.03573981415297
2021,TX,Smith,48423,237186,1472,62.060998541229246
2021,TX,Somervell,48425,9469,82,86.59837364029993
2021,TX,Starr,48427,66049,330,49.96290632712078
2021,TX,Stephens,48429,9173,93,101.3844979832116
2021,TX,Sterling,48431,1381,12,86.89355539464157
2021,TX,Stonewall,48433,1217,16,131.4708299096138
2021,TX,Sutton,48435,3319,29,87.37571557698102
2021,TX,Swisher,48437,7008,49,69.92009132420091
2021,TX,Tarrant,48439,2126477,8651,40.6823116356302
2021,TX,Taylor,48441,143326,875,61.04963509760965
2021,TX,Terrell,48443,724,0,0
2021,TX,Terry,48445,11754,85,72.3158073847201
2021,TX,Throckmorton,48447,1495,12,80.26755852842808
2021,TX,Titus,48449,31183,175,56.12032197030433
2021,TX,Tom Green,48451,119411,675,56.52745559454321
2021,TX,Travis,48453,1305154,3373,25.84369354114534
2021,TX,Trinity,48455,13827,163,117.88529688291025
2021,TX,Tyler,48457,20077,204,101.60880609652835
2021,TX,Upshur,48459,41774,290,69.42117106334084
2021,TX,Upton,48461,3265,15,45.94180704441042
2021,TX,Uvalde,48463,24729,168,67.93643091107606
2021,TX,Val Verde,48465,47564,255,53.61197544361281
2021,TX,Van Zandt,48467,61275,470,76.70338637290902
2021,TX,Victoria,48469,90964,547,60.13367925772833
2021,TX,Walker,48471,77977,359,46.03921669210152
2021,TX,Waller,48473,59781,235,39.31014870945618
2021,TX,Ward,48475,11194,64,57.173485795962115
2021,TX,Washington,48477,35891,291,81.07882198879942
2021,TX,Webb,48479,267945,919,34.29808356192502
2021,TX,Wharton,48481,41721,274,65.67436063373361
2021,TX,Wheeler,48483,4927,46,93.36310127866857
2021,TX,Wichita,48485,130069,958,73.65321483212756
2021,TX,Wilbarger,48487,12731,123,96.6145628780143
2021,TX,Willacy,48489,20316,133,65.46564284307934
2021,TX,Williamson,48491,643026,1831,28.47474285643193
2021,TX,Wilson,48493,51257,273,53.26101800729657
2021,TX,Winkler,48495,7415,38,51.24747134187458
2021,TX,Wise,48497,71714,385,53.68547285048944
2021,TX,Wood,48499,45875,433,94.38692098092643
2021,TX,Yoakum,48501,7607,44,57.84146181148942
2021,TX,Young,48503,17977,187,104.02180564054069
2021,TX,Zapata,48505,13908,81,58.23986194995686
2021,TX,Zavala,48507,9534,91,95.44787077826724
